Epoch,Date,Epoch Duration (days),SOL Price (USD),Inflation Reward (SOL),Fee Reward (SOL),MEV Reward (SOL),Total Reward (SOL),Total Reward (USD),Fee Share (%),Base Fee (SOL),Priority Fee (SOL),Total Fee TX (SOL),Priority Fee (%),Burned (SOL),Net Inflation (SOL),Active Stake (SOL),Total Supply (SOL),Staked Ratio (%),Validator Count,Commission Rate (%),Commission Rev (SOL),Commission Rev (USD),Stake Accounts,Inflation APY (%),Fee APY (%),MEV APY (%),Total APY (%),FDV (USD)
586,2024-03-09,2.04,146.7,169651.7,10188.1,6110.4,185950.3,27279187.0,5.48,,,,,10188.1,159463.6,276993514.0,568502183.0,48.72,4137,5.36,51467.0,7550288.0,881241,10.96,0.658,0.3946,12.01,83400118993.0
587,2024-03-11,2.04,145.94,169548.1,11272.4,6846.4,187666.9,27388305.0,6.01,,,,,11272.4,158275.7,276351554.0,568660458.0,48.6,4144,5.32,51392.8,7500322.0,878356,10.98,0.7297,0.4432,12.15,82990899646.0
588,2024-03-14,2.08,168.64,169444.2,17310.5,9892.7,196647.4,33163129.0,8.8,,,,,17310.5,152133.7,275719161.0,568812592.0,48.47,4159,5.27,51370.2,8663206.0,876394,10.77,1.1007,0.629,12.5,95926036810.0
589,2024-03-16,2.12,188.19,169338.5,21935.4,11977.5,203251.4,38250208.0,10.79,,,,,21935.4,147403.2,278980996.0,568959995.0,49.03,4169,5.26,50257.0,9457947.0,885433,10.43,1.3515,0.7379,12.52,107073470505.0
590,2024-03-18,2.12,202.37,169231.5,25742.7,15482.6,210456.8,42590259.0,12.23,,,,,25742.7,143488.9,277963156.0,569103484.0,48.84,4168,5.19,50859.4,10292451.0,890255,10.46,1.5918,0.9574,13.01,115169788247.0
591,2024-03-20,2.08,175.33,169123.4,21292.8,14073.1,204489.3,35852478.0,10.41,,,,,21292.8,147830.6,274661845.0,569251315.0,48.25,4182,5.18,50946.5,8932287.0,971685,10.8,1.3591,0.8983,13.05,99805073868.0
592,2024-03-22,2.08,174.7,169016.6,13609.4,11018.4,193644.4,33829825.0,7.03,,,,,13609.4,155407.2,271500652.0,569406722.0,47.68,4210,5.18,51507.6,8998415.0,1014046,10.91,0.8788,0.7115,12.5,99475809065.0
593,2024-03-24,2.12,176.08,168912.1,15563.4,12474.0,196949.5,34679550.0,7.9,,,,,15563.4,153348.7,276106818.0,569560071.0,48.48,4215,5.16,50638.8,8916661.0,1039519,10.52,0.9689,0.7765,12.26,100290095114.0
594,2024-03-26,2.12,192.02,168807.1,15111.0,12374.7,196292.9,37692632.0,7.7,,,,,15111.0,153696.1,277659999.0,569713767.0,48.74,4235,5.15,50692.0,9734002.0,1064085,10.45,0.9354,0.766,12.15,109397822215.0
595,2024-03-28,2.12,186.07,168702.2,17719.7,15411.9,201833.8,37554831.0,8.78,,,,,17719.7,150982.5,278285294.0,569864749.0,48.83,4278,5.14,50565.3,9408593.0,1088076,10.42,1.0945,0.9519,12.47,106033645612.0
596,2024-03-31,2.21,197.25,168596.6,16298.0,18683.9,203578.5,40155220.0,8.01,,,,,16298.0,152298.5,274755875.0,570017048.0,48.2,4283,5.11,50587.0,9978116.0,1094419,10.15,0.9811,1.1247,12.25,112434061584.0
597,2024-04-02,2.21,183.52,168491.4,16945.5,20984.2,206421.1,37883296.0,8.21,,,,,16945.5,151545.8,264250942.0,570168594.0,46.35,4321,4.98,51553.5,9461320.0,1114238,10.55,1.0606,1.3134,12.92,104639795199.0
598,2024-04-04,2.29,185.29,168386.0,16834.6,20051.5,205272.1,38034696.0,8.2,,,,,16834.6,151551.5,273617260.0,570320145.0,47.98,4435,5.01,50325.9,9324847.0,1135446,9.81,0.9806,1.168,11.96,105674164224.0
599,2024-04-07,2.42,180.27,168280.7,17676.5,22389.7,208346.8,37558665.0,8.48,,,,,17676.5,150604.3,273831278.0,570470749.0,48.0,4542,5.0,50333.6,9073628.0,1135877,9.29,0.9756,1.2358,11.5,102838702566.0
600,2024-04-09,2.46,175.96,168175.2,15746.1,20663.8,204585.0,35999424.0,7.7,,,,,15746.1,152429.1,282330255.0,570623179.0,49.48,4548,5.0,49177.5,8653432.0,1147274,8.85,0.8286,1.0874,10.77,100408657500.0
601,2024-04-12,2.46,167.11,168070.3,10925.3,19308.5,198304.1,33139315.0,5.51,,,,,10925.3,157144.9,284364275.0,570780323.0,49.82,4572,5.01,48839.1,8161674.0,1141899,8.78,0.5708,1.0088,10.36,95385160999.0
602,2024-04-14,2.38,141.17,167966.7,10930.3,15372.8,194269.8,27424278.0,5.63,,,,,10930.3,157036.5,280081025.0,570937360.0,49.06,4655,4.99,49466.4,6982974.0,1154155,9.22,0.6002,0.8441,10.67,80596887838.0
603,2024-04-16,2.25,134.83,167863.3,8608.4,13186.1,189657.8,25571429.0,4.54,,,,,8608.4,159254.9,283111293.0,571096615.0,49.57,4657,4.95,48884.1,6591014.0,1156122,9.63,0.4936,0.7561,10.87,77000559972.0
604,2024-04-18,2.17,135.88,167760.5,8390.3,12834.2,188985.0,25680029.0,4.44,,,,,8390.3,159370.2,278271311.0,571255985.0,48.71,4660,4.94,49549.0,6732913.0,1140787,10.16,0.5083,0.7775,11.45,77624524451.0
605,2024-04-21,2.25,150.22,167657.8,9295.3,12719.9,189673.0,28492299.0,4.9,,,,,9295.3,158362.5,279065175.0,571414347.0,48.84,4662,4.92,49375.1,7417034.0,1135848,9.75,0.5407,0.7399,11.03,85836732342.0
606,2024-04-23,2.29,156.44,167554.8,12088.3,17258.9,196902.1,30803781.0,6.14,,,,,12088.3,155466.5,277826373.0,571569814.0,48.61,4670,4.9,49446.2,7735469.0,1146928,9.61,0.6935,0.9901,11.3,89417592302.0
607,2024-04-25,2.29,146.68,167451.1,9500.4,15314.8,192266.3,28202068.0,4.94,,,,,9500.4,157950.7,275316539.0,571727765.0,48.16,4663,4.87,49746.2,7296892.0,1155531,9.69,0.55,0.8866,11.13,83862358572.0
608,2024-04-28,2.33,142.46,167348.1,8367.4,15233.7,190949.3,27202479.0,4.38,,,,,8367.4,158980.7,272931841.0,571886745.0,47.72,4671,4.86,49472.4,7047800.0,1158326,9.6,0.4799,0.8737,10.95,81470529019.0
609,2024-04-30,2.33,130.65,167245.5,7744.1,15287.5,190277.2,24858872.0,4.07,,,,,7744.1,159501.4,274187433.0,572046247.0,47.93,4671,4.85,49280.4,6438265.0,1176441,9.55,0.4421,0.8728,10.86,74735319565.0
610,2024-05-02,2.29,134.99,167143.1,9979.8,20602.4,197725.3,26690194.0,5.05,,,,,9979.8,157163.3,272283467.0,572203410.0,47.59,4681,4.82,48121.5,6495741.0,1175973,9.78,0.5842,1.206,11.57,77239592556.0
611,2024-05-05,2.29,145.89,167040.1,9912.0,19790.1,196742.2,28703314.0,5.04,,,,,9912.0,157128.1,272007417.0,572360538.0,47.52,4683,4.79,48516.0,7078145.0,1161446,9.79,0.5808,1.1596,11.53,83503407911.0
612,2024-05-07,2.29,154.32,166937.1,11625.1,18976.0,197538.1,30483360.0,5.88,,,,,11625.1,155312.0,273282510.0,572515850.0,47.73,4693,4.77,49215.6,7594769.0,1180566,9.74,0.678,1.1067,11.52,88348538812.0
613,2024-05-09,2.25,145.65,166833.6,10265.4,15317.3,192416.3,28026293.0,5.33,,,,,10265.4,156568.2,272033693.0,572672418.0,47.5,4699,4.7,49060.5,7145880.0,1175152,9.96,0.6126,0.914,11.48,83412282939.0
614,2024-05-12,2.21,145.45,166730.5,11599.3,19820.0,198149.8,28821165.0,5.85,,,,,11599.3,155131.2,272117553.0,572827550.0,47.5,4704,4.68,48966.2,7122196.0,1168231,10.13,0.705,1.2047,12.04,83318562677.0
615,2024-05-14,2.21,145.32,166627.1,12223.9,21836.2,200687.3,29163547.0,6.09,,,,,12223.9,154403.2,275932381.0,572981953.0,48.16,4713,4.69,48558.9,7056507.0,1160799,9.99,0.7327,1.3089,12.03,83264802296.0
616,2024-05-16,2.17,161.05,166523.5,9970.7,16705.0,193199.3,31115177.0,5.16,,,,,9970.7,156552.8,277465688.0,573138506.0,48.41,4707,4.66,47383.3,7631182.0,1171623,10.12,0.6058,1.0149,11.74,92305229954.0
617,2024-05-18,2.17,172.83,166420.6,9578.5,16703.6,192702.7,33305414.0,4.97,,,,,9578.5,156842.2,277019342.0,573295348.0,48.32,4715,4.57,47408.6,8193775.0,1194800,10.13,0.5829,1.0165,11.73,99084426487.0
618,2024-05-20,2.21,178.09,166317.9,10196.5,17406.7,193921.1,34535461.0,5.26,,,,,10196.5,156121.3,277391324.0,573451469.0,48.37,4721,4.55,47369.8,8436104.0,1210682,9.92,0.608,1.0379,11.56,102126151315.0
619,2024-05-23,2.21,175.42,166214.9,10557.7,16575.1,193347.7,33916459.0,5.46,,,,,10557.7,155657.2,277395853.0,573607126.0,48.36,4726,4.56,47409.2,8316383.0,1175523,9.91,0.6295,0.9883,11.53,100620409394.0
620,2024-05-25,2.25,168.34,166111.9,9812.5,17064.8,192989.2,32488224.0,5.08,,,,,,,273453192.0,573773238.0,47.66,4727,4.58,47938.1,8070009.0,1211245,9.86,0.5825,1.013,11.46,96590242037.0
621,2024-05-27,2.25,167.7,166009.1,14066.0,26985.1,207060.3,34723344.0,6.79,,,,,,,272616193.0,573939247.0,47.5,4728,4.58,47839.8,8022588.0,1218373,9.89,0.8376,1.6069,12.33,96247758422.0
622,2024-05-29,2.21,169.78,165905.2,12387.5,22490.2,200782.9,34088880.0,6.17,,,,,,,271757819.0,574105152.0,47.34,4731,4.57,47784.7,8112881.0,1234285,10.1,0.7539,1.3688,12.22,97471473109.0
623,2024-06-01,2.12,167.08,165801.7,10003.9,18621.4,194426.9,32484604.0,5.15,,,,,,,271708528.0,574270954.0,47.31,4736,4.5,47573.1,7948455.0,1236272,10.49,0.6328,1.178,12.3,95948473176.0
624,2024-06-03,2.17,164.98,165698.9,10254.3,19342.0,195295.2,32219523.0,5.25,,,,,,,274175959.0,574436653.0,47.73,4735,4.5,47405.8,7820934.0,1241981,10.19,0.6305,1.1892,12.01,94769721299.0
625,2024-06-05,2.17,173.36,165596.1,14799.9,24631.0,205027.0,35543454.0,7.22,,,,,,,274311918.0,574602249.0,47.74,4737,4.49,47465.0,8228530.0,1244645,10.18,0.9095,1.5137,12.6,99612966108.0
626,2024-06-07,2.17,168.82,165492.0,15468.2,30496.8,211457.0,35698251.0,7.32,,,,,,,275735463.0,574767741.0,47.97,4738,4.47,47241.2,7975278.0,1252133,10.12,0.9457,1.8645,12.93,97032529551.0
627,2024-06-09,2.17,160.23,165387.8,14834.2,24572.0,204794.0,32814889.0,7.24,,,,,,,280043994.0,574933129.0,48.71,4742,4.41,46807.4,7500122.0,1254359,9.96,0.893,1.4791,12.33,92123651322.0
628,2024-06-11,2.21,152.73,165283.7,16666.6,24519.9,206470.2,31534575.0,8.07,,,,,,,277541866.0,575098413.0,48.26,4741,4.42,46955.3,7171574.0,1262625,9.85,0.9932,1.4612,12.3,87835858871.0
629,2024-06-14,2.21,145.8,165179.1,9828.9,12903.5,187911.6,27397381.0,5.23,,,,,,,278630592.0,575263592.0,48.44,4745,4.42,46896.9,6837542.0,1258787,9.81,0.5834,0.766,11.15,83873052168.0
630,2024-06-16,2.17,146.45,165076.6,13617.9,19547.2,198241.6,29032423.0,6.87,,,,,,,283510163.0,575428668.0,49.27,4758,4.39,46391.6,6794034.0,1265037,9.82,0.8097,1.1623,11.79,84271348659.0
631,2024-06-18,2.21,136.31,164972.9,15023.8,20176.2,200173.0,27284844.0,7.51,,,,,,,283624492.0,575593641.0,49.28,4758,4.39,46402.9,6325008.0,1208599,9.62,0.8761,1.1766,11.67,78457050741.0
632,2024-06-20,2.21,135.44,164868.9,12335.1,16231.0,193435.1,26198191.0,6.38,,,,,,,282750245.0,575758510.0,49.11,4762,4.36,46424.3,6287548.0,1221668,9.64,0.7216,0.9494,11.32,77978773446.0
633,2024-06-23,2.25,133.24,164765.7,10600.7,14142.0,189508.4,25250226.0,5.59,,,,,,,285304834.0,575923276.0,49.54,4766,4.39,46053.2,6136156.0,1219946,9.37,0.6032,0.8047,10.78,76736397235.0
634,2024-06-25,2.25,136.5,164663.0,12004.6,15758.7,192426.2,26266584.0,6.24,,,,,,,287195986.0,576087939.0,49.85,4768,4.38,45805.2,6252511.0,1232460,9.31,0.6785,0.8907,10.88,78637203848.0
635,2024-06-27,2.25,142.36,164559.9,16909.2,16529.8,197998.9,28186999.0,8.54,,,,,,,285277758.0,576252499.0,49.51,4771,4.34,45665.2,6500872.0,1228812,9.36,0.9622,0.9406,11.27,82034925572.0
636,2024-06-29,2.25,141.65,164455.5,12037.9,14571.4,191064.8,27064995.0,6.3,,,,,,,286641394.0,576416954.0,49.73,4778,4.37,45846.8,6494358.0,1237697,9.31,0.6817,0.8252,10.82,81651483045.0
637,2024-07-02,2.25,149.69,164352.4,12437.4,13558.3,190348.1,28492727.0,6.53,,,,,,,287299017.0,576581307.0,49.83,4781,4.36,45773.3,6851693.0,1234702,9.29,0.7028,0.7661,10.76,86307014359.0
638,2024-07-04,2.25,134.98,164249.3,10289.3,12643.8,187182.4,25266041.0,5.5,,,,,,,288357597.0,576745556.0,50.0,4783,4.35,45638.3,6160294.0,1241238,9.25,0.5792,0.7118,10.54,77849595783.0
639,2024-07-06,2.25,139.02,164146.8,12044.4,13125.5,189316.7,26318846.0,6.36,,,,,,,288941231.0,576909703.0,50.08,4788,4.35,45573.6,6335648.0,1247231,9.22,0.6767,0.7374,10.64,80202087056.0
640,2024-07-09,2.29,141.31,164043.8,10855.8,10916.2,185815.8,26258527.0,5.84,,,,,,,288244440.0,577073747.0,49.95,4791,4.36,45541.1,6435633.0,1251668,9.07,0.6003,0.6036,10.27,81549056299.0
641,2024-07-11,2.29,140.51,163941.2,11342.0,11223.2,186506.4,26206324.0,6.08,,,,,,,288984191.0,577237688.0,50.06,4796,4.36,45579.6,6404468.0,1250265,9.04,0.6255,0.619,10.29,81108609559.0
642,2024-07-13,2.29,139.71,163838.5,16074.8,17277.1,197190.3,27549552.0,8.15,,,,,,,289840308.0,577401527.0,50.2,4797,4.35,44627.0,6234856.0,1263123,9.01,0.8839,0.9501,10.84,80669027900.0
643,2024-07-15,2.29,153.44,163734.5,13514.9,13664.3,190913.7,29294532.0,7.08,,,,,,,288257133.0,577565261.0,49.91,4800,4.37,44536.3,6833813.0,1266733,9.05,0.7473,0.7555,10.56,88623819623.0
644,2024-07-18,2.25,158.57,163631.2,12322.0,11539.3,187492.5,29730880.0,6.57,,,,,,,292372522.0,577728892.0,50.61,4802,4.3,44273.9,7020562.0,1327908,9.09,0.6841,0.6407,10.41,91611072232.0
645,2024-07-20,2.25,170.68,163528.3,12255.0,11806.3,187589.6,32018184.0,6.53,,,,,,,292929500.0,577892420.0,50.69,4310,4.31,44218.0,7547227.0,1357570,9.06,0.6791,0.6543,10.4,98635882262.0
646,2024-07-22,2.25,180.48,163425.4,12618.5,14217.8,190261.6,34339081.0,6.63,,,,,,,292729140.0,578055846.0,50.64,4315,4.32,44299.4,7995309.0,1371920,9.06,0.6998,0.7884,10.55,104329526191.0
647,2024-07-25,2.21,170.78,163322.4,10761.3,22909.5,196993.3,33643446.0,5.46,,,,,,,292253494.0,578219168.0,50.54,4319,4.28,44333.0,7571408.0,1378473,9.24,0.609,1.2965,11.15,98751020109.0
648,2024-07-27,2.29,184.18,163220.0,13608.4,31943.4,208771.8,38451671.0,6.52,,,,,,,292803608.0,578382388.0,50.62,4324,4.38,44200.3,8140826.0,1388312,8.88,0.7407,1.7388,11.36,106526689178.0
649,2024-07-29,2.25,189.08,163116.8,14319.8,30695.4,208132.0,39353581.0,6.88,,,,,,,292934360.0,578545505.0,50.63,4331,4.37,44162.1,8350157.0,1387251,9.04,0.7936,1.701,11.53,109391323834.0
650,2024-07-31,2.21,180.16,163013.5,11009.2,24243.4,198266.1,35720042.0,5.55,,,,,,,292650580.0,578708519.0,50.57,4344,4.35,44230.9,7968740.0,1314570,9.21,0.6222,1.3702,11.21,104261372530.0
651,2024-08-03,2.21,148.8,162911.1,8280.2,18827.0,190018.3,28274763.0,4.36,,,,,,,290090784.0,578871430.0,50.11,4350,4.44,44459.9,6615644.0,1265539,9.29,0.4721,1.0734,10.83,86136209421.0
652,2024-08-05,2.21,126.18,162809.4,11651.8,26917.4,201378.6,25408971.0,5.79,,,,,,,292333510.0,579034239.0,50.49,4350,4.38,44203.8,5577419.0,1271888,9.21,0.6592,1.5229,11.39,73059705425.0
653,2024-08-07,2.12,149.22,162706.9,11630.9,25849.9,200187.7,29872797.0,5.81,,,,,,,291364917.0,579196946.0,50.3,4354,4.38,44219.7,6598641.0,1275902,9.6,0.6861,1.5249,11.81,86430060924.0
654,2024-08-09,2.08,156.23,162604.4,8233.7,16707.3,187545.4,29299610.0,4.39,,,,,,,291051434.0,579359550.0,50.24,4358,4.37,44082.5,6886861.0,1268830,9.79,0.496,1.0064,11.3,90511471695.0
655,2024-08-11,2.08,151.58,162502.9,8878.1,19666.6,191047.5,28958246.0,4.65,,,,,,,291183503.0,579522053.0,50.25,4362,4.39,44244.7,6706438.0,1258828,9.78,0.5345,1.1841,11.5,87841719242.0
656,2024-08-13,2.08,146.15,162401.2,8243.1,17238.6,187882.9,27458382.0,4.39,,,,,,,290502427.0,579684454.0,50.11,4377,4.38,44245.3,6466281.0,1269806,9.8,0.4975,1.0404,11.34,84718709181.0
657,2024-08-15,2.12,143.3,162299.7,6353.6,12214.4,180867.7,25919016.0,3.51,,,,,,,292763700.0,579846754.0,50.49,4381,4.35,44016.8,6307771.0,1270576,9.53,0.373,0.7171,10.62,83094214271.0
658,2024-08-18,2.12,143.95,162198.7,6716.5,13967.6,182882.8,26326456.0,3.67,,,,,,,290956292.0,580008953.0,50.16,4378,4.37,43884.1,6317233.0,1245381,9.58,0.3968,0.8251,10.8,83493799183.0
659,2024-08-20,2.17,145.09,162097.7,4979.5,6974.1,174051.4,25252299.0,2.86,,,,,,,291112138.0,580171050.0,50.18,4384,4.38,44115.1,6400449.0,1274963,9.39,0.2884,0.4039,10.08,84174298154.0
660,2024-08-22,2.17,143.04,161997.2,5214.9,7871.3,175083.4,25044073.0,2.98,,,,,,,292627954.0,580333048.0,50.42,4402,4.36,43959.7,6288036.0,1196843,9.33,0.3004,0.4535,10.09,83011322743.0
661,2024-08-24,2.17,157.26,161896.6,4869.6,6516.4,173282.6,27251145.0,2.81,,,,,,,285410015.0,580494944.0,49.17,4413,4.35,44638.1,7019967.0,1139723,9.56,0.2876,0.3849,10.23,91291033508.0
662,2024-08-26,2.12,159.08,161796.2,5514.6,8185.6,175496.5,27917443.0,3.14,,,,,,,287648479.0,580656740.0,49.54,4405,4.13,44350.9,7055204.0,1131457,9.67,0.3295,0.4891,10.49,92369100046.0
663,2024-08-28,2.12,145.54,161695.6,5209.5,7006.5,173911.7,25310612.0,3.0,,,,,,,287773240.0,580818436.0,49.55,4402,4.05,44182.0,6430118.0,1093943,9.66,0.3112,0.4185,10.39,84530661470.0
664,2024-08-31,2.12,136.94,161595.1,4195.6,5294.1,171084.9,23428434.0,2.45,,,,,,,289459804.0,580980031.0,49.82,4398,4.05,44003.6,6025865.0,1092670,9.6,0.2491,0.3144,10.16,79559647551.0
665,2024-09-02,2.12,131.44,161495.0,5148.4,7116.9,173760.2,22838200.0,2.96,,,,,,,290227767.0,581141526.0,49.94,4386,4.09,43959.0,5777751.0,1091676,9.56,0.3049,0.4215,10.29,76382417207.0
666,2024-09-04,2.17,130.41,161394.5,4583.9,6022.1,172000.5,22430622.0,2.67,,,,,,,291897923.0,581302921.0,50.21,4388,4.09,43764.4,5707331.0,1095496,9.32,0.2647,0.3478,9.93,75807834994.0
667,2024-09-06,2.12,128.53,161294.3,3791.1,4257.9,169343.3,21765020.0,2.24,,,,,,,292887832.0,581464215.0,50.37,4390,4.08,43636.6,5608436.0,1102207,9.47,0.2225,0.2499,9.94,74733293924.0
668,2024-09-08,2.08,128.97,161194.3,4895.7,5634.6,171724.5,22148138.0,2.85,,,,,,,292752951.0,581625409.0,50.33,4391,4.08,43581.9,5620961.0,1134975,9.65,0.2932,0.3374,10.28,75015015990.0
669,2024-09-10,2.17,134.83,161094.0,4914.0,6002.7,172010.7,23191671.0,2.86,,,,,,,292969555.0,581786503.0,50.36,4393,4.07,43543.7,5870865.0,1134162,9.27,0.2828,0.3454,9.9,78440496557.0
670,2024-09-12,2.17,135.04,160993.7,4750.7,4995.0,170739.5,23056083.0,2.78,,,,,,,292717666.0,581947497.0,50.3,4392,4.07,43384.0,5858425.0,1139195,9.27,0.2736,0.2877,9.83,78584229967.0
671,2024-09-15,2.17,135.64,160893.5,4388.2,4772.8,170054.5,23066598.0,2.58,,,,,,,292425261.0,582108391.0,50.24,4392,4.1,43590.3,5912695.0,1140528,9.28,0.253,0.2751,9.8,78958576732.0
672,2024-09-17,2.12,132.3,160793.5,5149.3,6213.4,172156.2,22776982.0,2.99,,,,,,,294440722.0,582269184.0,50.57,4468,4.08,43366.0,5737499.0,1143665,9.39,0.3006,0.3627,10.05,77036639170.0
673,2024-09-19,2.17,140.12,160693.2,4937.3,5925.6,171556.1,24037690.0,2.88,,,,,,,294348475.0,582429877.0,50.54,4476,4.08,43347.3,6073628.0,1149406,9.2,0.2828,0.3394,9.83,81607526270.0
674,2024-09-21,2.17,147.3,160593.0,5162.7,6678.7,172434.4,25399544.0,2.99,,,,,,,295145872.0,582590470.0,50.66,4475,4.08,43286.1,6376034.0,1153116,9.17,0.2949,0.3815,9.85,85815434671.0
675,2024-09-23,2.17,144.74,160492.8,6784.5,10367.6,177644.9,25713087.0,3.82,,,,,,,295898311.0,582750963.0,50.78,5382,4.08,43185.5,6250858.0,1160339,9.14,0.3865,0.5907,10.12,84349903701.0
676,2024-09-26,2.17,152.61,160392.2,11679.2,23091.7,195163.1,29783698.0,5.98,,,,,,,295458396.0,582911355.0,50.69,5385,4.1,43173.1,6588622.0,1168374,9.15,0.6664,1.3175,11.14,88957697131.0
677,2024-09-28,2.25,157.32,160290.2,10916.0,23812.4,195018.7,30679558.0,5.6,,,,,,,295975656.0,583071646.0,50.76,5392,4.1,43070.5,6775676.0,1179380,8.79,0.5987,1.306,10.7,91726503035.0
678,2024-09-30,2.21,156.12,160188.5,11554.3,23425.8,195168.6,30469977.0,5.92,,,,,,,296443527.0,583231834.0,50.83,5402,4.07,43141.4,6735296.0,1186425,8.94,0.6447,1.307,10.89,91054903220.0
679,2024-10-02,2.25,145.24,160086.6,10890.7,20838.9,191816.2,27859629.0,5.68,,,,,,,296571720.0,583391921.0,50.84,5406,4.08,43007.9,6246524.0,1190231,8.76,0.5961,1.1407,10.5,84732571799.0
680,2024-10-05,2.25,143.21,159985.0,9891.9,20048.1,189925.0,27199496.0,5.21,,,,,,,300715962.0,583551906.0,51.53,5407,4.14,43001.2,6158275.0,1192840,8.64,0.534,1.0822,10.25,83571501784.0
681,2024-10-07,2.17,148.09,159883.6,10296.1,20947.1,191126.8,28303552.0,5.39,,,,,,,298945301.0,583711789.0,51.21,5409,4.17,43178.8,6394259.0,1191177,9.02,0.5806,1.1812,10.78,86440602009.0
682,2024-10-09,2.21,142.28,159782.2,10712.5,21716.6,192211.3,27347081.0,5.57,,,,,,,299875596.0,583871571.0,51.36,5408,4.15,43025.9,6121557.0,1201003,8.81,0.5908,1.1978,10.6,83070976581.0
683,2024-10-11,2.25,142.86,159680.7,11663.7,27267.6,198611.9,28373529.0,5.87,,,,,,,299623122.0,584031252.0,51.3,5410,4.15,42987.4,6141141.0,1196885,8.65,0.6319,1.4773,10.76,83434197712.0
684,2024-10-14,2.25,153.16,159578.9,16035.6,36281.5,211896.0,32453620.0,7.57,,,,,,,299932028.0,584190831.0,51.34,5415,4.15,42988.7,6584067.0,1172933,8.64,0.8679,1.9637,11.47,89473633180.0
685,2024-10-16,2.29,154.66,159476.0,17812.7,42665.8,219954.5,34017903.0,8.1,,,,,,,300730992.0,584350307.0,51.46,5415,4.15,42831.0,6624197.0,1168109,8.45,0.944,2.2612,11.66,90374928628.0
686,2024-10-18,2.33,153.56,159372.6,20259.5,51588.1,231220.2,35506731.0,8.76,,,,,,,301209636.0,584509680.0,51.53,5412,4.14,42738.9,6563095.0,1168507,8.28,1.0529,2.681,12.02,89758706793.0
687,2024-10-21,2.33,167.06,159268.6,26952.6,52472.7,238693.9,39875120.0,11.29,,,,,,,301347844.0,584668948.0,51.54,5413,4.14,42696.1,7132617.0,1166822,8.27,1.4001,2.7257,12.4,97672135059.0
688,2024-10-23,2.33,167.45,159162.8,29520.3,68800.9,257484.0,43115081.0,11.46,,,,,,,301907204.0,584828111.0,51.62,5414,4.2,42747.5,7157959.0,1181064,8.25,1.5306,3.5673,13.35,97928066040.0
689,2024-10-25,2.25,172.2,159056.3,18821.1,48258.4,226135.9,38940422.0,8.32,,,,,,,302183913.0,584987167.0,51.66,5411,4.19,42655.1,7345181.0,1180928,8.54,1.0111,2.5924,12.15,100734343354.0
690,2024-10-27,2.25,174.66,158952.8,23315.4,57740.9,240009.2,41920319.0,9.71,,,,,,,302755147.0,585146120.0,51.74,5415,4.2,42607.4,7441859.0,1186121,8.52,1.2501,3.096,12.87,102202393416.0
691,2024-10-30,2.33,177.04,158848.1,19514.9,46483.0,224845.9,39805610.0,8.68,,,,,,,302745942.0,585304968.0,51.72,5407,4.21,42618.4,7544947.0,1190756,8.21,1.009,2.4034,11.63,103619485380.0
692,2024-11-01,2.33,167.33,158744.4,17918.8,39013.2,215676.4,36088798.0,8.31,,,,,,,301505377.0,585463713.0,51.5,5407,4.19,42698.6,7144698.0,1199799,8.24,0.9303,2.0255,11.2,97964748589.0
693,2024-11-04,2.33,161.7,158641.3,19264.2,43150.1,221055.5,35744096.0,8.71,,,,,,,303181829.0,585622354.0,51.77,5408,4.24,42501.7,6872418.0,1202980,8.19,0.9946,2.2279,11.41,94693589243.0
694,2024-11-06,2.33,184.31,158537.7,23285.2,49979.1,231802.0,42724231.0,10.05,,,,,,,305103400.0,585780892.0,52.08,5411,4.22,42339.2,7803683.0,1211466,8.13,1.1947,2.5642,11.89,107967289769.0
695,2024-11-08,2.38,199.93,158433.2,21281.1,39809.6,219523.9,43889293.0,9.69,,,,,,,306476451.0,585939325.0,52.31,5391,4.21,42149.3,8426896.0,1211012,7.95,1.0679,1.9976,11.02,117146523694.0
696,2024-11-11,2.21,214.39,158329.1,29360.9,67960.3,255650.3,54808578.0,11.48,,,,,,,305027184.0,586097654.0,52.04,5037,4.19,42156.0,9037784.0,1210909,8.59,1.592,3.685,13.86,125652804469.0
697,2024-11-13,2.21,210.43,158223.0,42101.4,83953.3,284277.6,59820582.0,14.81,,,,,,,304887339.0,586255877.0,52.01,5039,4.21,42365.3,8914946.0,1201267,8.58,2.2839,4.5543,15.42,123365905620.0
698,2024-11-15,2.17,212.08,158113.5,44022.9,94698.4,296834.8,62951622.0,14.83,,,,,,,302553472.0,586413990.0,51.59,5040,4.16,42224.8,8954870.0,1194743,8.81,2.4529,5.2764,16.54,124364500405.0
699,2024-11-17,2.17,232.27,158003.5,52040.1,116994.1,327037.6,75959417.0,15.91,,,,,,,304347620.0,586571994.0,51.89,5028,4.15,42124.3,9784003.0,1191522,8.75,2.8825,6.4803,18.11,136240184900.0
700,2024-11-19,2.17,241.8,157891.3,59362.6,122278.9,339532.8,82097870.0,17.48,,,,,,,300240245.0,586729885.0,51.17,5039,4.17,42571.8,10293705.0,1196874,8.87,3.3331,6.8656,19.06,141869269368.0
701,2024-11-22,2.12,257.25,157777.3,40893.6,77840.2,276511.1,71131793.0,14.79,,,,,,,295427137.0,586887663.0,50.34,5040,4.17,43054.5,11075655.0,1189391,9.18,2.3792,4.5288,16.09,150975383969.0
